No,E,N,ndsm,ndvi,class6
2109,537129.899,5228932.511,5.55,-0.262135922,b
2110,537129.933,5228932.623,5.52,-0.234449761,b
2111,537129.967,5228932.734,5.49,-0.263157895,b
2112,537130.002,5228932.845,5.45,-0.238095238,b
2113,537130.036,5228932.957,5.42,-0.246376812,b
2114,537130.07,5228933.068,5.37,-0.256038647,b
2115,537130.104,5228933.179,5.33,-0.253588517,b
2116,537130.139,5228933.291,5.3,-0.256038647,b
2117,537130.173,5228933.402,5.28,-0.259615385,b
2118,537130.207,5228933.513,5.25,-0.253588517,b
2119,537130.241,5228933.625,5.21,-0.246376812,b
2120,537129.616,5228931.989,5.71,-0.251231527,b
2121,537129.65,5228932.1,5.68,-0.254901961,b
2122,537129.685,5228932.211,5.64,-0.256038647,b
2123,537129.719,5228932.323,5.6,-0.252427184,b
2124,537129.753,5228932.434,5.58,-0.252427184,b
2125,537129.787,5228932.545,5.54,-0.252427184,b
2126,537129.822,5228932.657,5.51,-0.256038647,b
2127,537129.856,5228932.768,5.48,-0.256038647,b
2128,537130.387,5228933.702,5.17,-0.247619048,b
2129,537129.89,5228932.879,5.46,-0.256038647,b
2130,537130.421,5228933.813,5.13,-0.258536585,b
2131,537129.925,5228932.991,5.44,-0.246376812,b
2132,537130.456,5228933.924,5.09,-0.268292683,b
2133,537129.959,5228933.102,5.42,-0.25,b
2134,537129.993,5228933.214,5.38,-0.256038647,b
2135,537130.027,5228933.325,5.34,-0.257142857,b
2136,537130.062,5228933.436,5.29,-0.247619048,b
2137,537130.096,5228933.548,5.25,-0.259615385,b
2138,537130.13,5228933.659,5.21,-0.247619048,b
2139,537129.608,5228932.357,5.59,-0.254901961,b
2140,537129.642,5228932.468,5.57,-0.256038647,b
2141,537129.676,5228932.58,5.55,-0.242718447,b
2142,537129.71,5228932.691,5.53,-0.25,b
2143,537129.745,5228932.802,5.5,-0.263157895,b
2144,537129.779,5228932.914,5.47,-0.256038647,b
2145,537129.813,5228933.025,5.44,-0.25,b
2146,537129.847,5228933.136,5.41,-0.246376812,b
2147,537129.882,5228933.248,5.38,-0.253588517,b
2148,537129.916,5228933.359,5.34,-0.259615385,b
2149,537129.95,5228933.47,5.31,-0.265700483,b
2150,537129.984,5228933.582,5.29,-0.256038647,b
2151,537130.019,5228933.693,5.27,-0.256038647,b
2152,537130.276,5228933.736,5.17,-0.25,b
2153,537130.31,5228933.847,5.14,-0.256038647,b
2154,537130.344,5228933.959,5.11,-0.269230769,b
2155,537129.633,5228932.837,5.49,-0.256038647,b
2156,537129.668,5228932.948,5.46,-0.256038647,b
2157,537129.702,5228933.059,5.44,-0.252427184,b
2158,537129.736,5228933.171,5.41,-0.263157895,b
2159,537129.77,5228933.282,5.38,-0.262135922,b
2160,537129.805,5228933.393,5.36,-0.256038647,b
2161,537129.839,5228933.505,5.34,-0.256038647,b
2162,537129.873,5228933.616,5.31,-0.25,b
2163,537129.907,5228933.727,5.29,-0.256038647,b
2164,537130.164,5228933.77,5.18,-0.244019139,b
2165,537129.659,5228933.316,5.37,-0.253588517,b
2166,537130.199,5228933.882,5.15,-0.265700483,b
2167,537129.693,5228933.428,5.35,-0.246376812,b
2168,537130.233,5228933.993,5.14,-0.251184834,b
2169,537129.727,5228933.539,5.32,-0.25,b
2170,537129.762,5228933.65,5.3,-0.246376812,b
2171,537129.796,5228933.762,5.28,-0.259615385,b
2172,537130.053,5228933.805,5.22,-0.260663507,b
2173,537130.087,5228933.916,5.17,-0.256038647,b
2174,537129.65,5228933.685,5.29,-0.257142857,b
2175,537129.685,5228933.796,5.27,-0.252427184,b
2176,537129.942,5228933.839,5.25,-0.259615385,b
2177,537129.976,5228933.95,5.19,-0.257142857,b
2178,537129.83,5228933.873,5.24,-0.259615385,b
2179,537129.865,5228933.984,5.2,-0.257142857,b
2180,537129.719,5228933.907,5.22,-0.256038647,b
2181,537129.753,5228934.019,5.18,-0.253588517,b
2182,537151.682,5228889.61,6.46,-0.177142857,b
2183,537153.464,5228889.061,6.44,-0.152941176,b
2184,537153.498,5228889.173,6.47,-0.154761905,b
2185,537153.532,5228889.284,6.52,-0.134146341,b
2186,537153.566,5228889.395,6.58,-0.166666667,b
2187,537153.601,5228889.507,6.64,-0.164705882,b
2188,537149.609,5228888.419,5.89,-0.173184358,b
2189,537149.644,5228888.53,5.94,-0.184357542,b
2190,537149.678,5228888.642,6,-0.167630058,b
2191,537149.712,5228888.753,6.05,-0.176470588,b
2192,537149.746,5228888.864,6.08,-0.193181818,b
2193,537149.781,5228888.976,6.11,-0.169590643,b
2194,537151.571,5228889.644,6.48,-0.151162791,b
2195,537149.815,5228889.087,6.15,-0.152941176,b
2196,537149.849,5228889.198,6.19,-0.179190751,b
2197,537153.352,5228889.096,6.43,-0.151515152,b
2198,537153.386,5228889.207,6.46,-0.176470588,b
2199,537153.421,5228889.318,6.51,-0.164705882,b
2200,537153.455,5228889.43,6.56,-0.179190751,b
2201,537153.489,5228889.541,6.62,-0.176470588,b
2202,537153.524,5228889.652,6.68,-0.186046512,b
2203,537153.558,5228889.764,6.73,-0.206521739,b
2204,537149.566,5228888.676,6,-0.18128655,b
2205,537149.601,5228888.787,6.04,-0.176470588,b
2206,537149.635,5228888.899,6.07,-0.169590643,b
2207,537149.669,5228889.01,6.09,-0.169590643,b
2208,537149.703,5228889.121,6.12,-0.164705882,b
2209,537149.738,5228889.233,6.16,-0.156069364,b
2210,537149.524,5228888.933,6.09,-0.169590643,b
2211,537149.558,5228889.044,6.13,-0.162790698,b
2212,537149.592,5228889.155,6.16,-0.183908046,b
2213,537152.453,5228886.569,5.54,-0.161676647,b
2214,537152.487,5228886.68,5.57,-0.159763314,b
2215,537152.522,5228886.792,5.6,-0.171597633,b
2216,537152.556,5228886.903,5.64,-0.178571429,b
2217,537152.59,5228887.014,5.68,-0.159763314,b
2218,537152.624,5228887.126,5.72,-0.173652695,b
2219,537152.659,5228887.237,5.75,-0.167630058,b
2220,537152.693,5228887.348,5.77,-0.156069364,b
2221,537152.727,5228887.46,5.78,-0.188571429,b
2222,537152.761,5228887.571,5.82,-0.171597633,b
2223,537152.796,5228887.682,5.9,-0.163636364,b
2224,537152.83,5228887.794,5.96,-0.163636364,b
2225,537152.864,5228887.905,6.01,-0.168674699,b
2226,537152.898,5228888.016,6.04,-0.165644172,b
2227,537152.933,5228888.128,6.05,-0.153374233,b
2228,537152.967,5228888.239,6.07,-0.163636364,b
2229,537153.001,5228888.35,6.1,-0.165644172,b
2230,537153.035,5228888.462,6.15,-0.151898734,b
2231,537153.07,5228888.573,6.19,-0.153374233,b
2232,537153.104,5228888.685,6.21,-0.132075472,b
2233,537153.138,5228888.796,6.25,-0.153374233,b
2234,537153.172,5228888.907,6.3,-0.161676647,b
2235,537153.207,5228889.019,6.35,-0.151515152,b
2236,537152.342,5228886.603,5.52,-0.166666667,b
2237,537152.376,5228886.715,5.55,-0.152941176,b
2238,537152.41,5228886.826,5.58,-0.151515152,b
2239,537152.444,5228886.937,5.61,-0.162790698,b
2240,537152.479,5228887.049,5.65,-0.161676647,b
2241,537152.513,5228887.16,5.69,-0.159763314,b
2242,537152.547,5228887.271,5.73,-0.176470588,b
2243,537152.581,5228887.383,5.77,-0.164705882,b
2244,537152.616,5228887.494,5.82,-0.188235294,b
2245,537152.65,5228887.605,5.88,-0.164705882,b
2246,537152.684,5228887.717,5.94,-0.154761905,b
2247,537152.718,5228887.828,6,-0.161676647,b
2248,537152.753,5228887.939,6.03,-0.164705882,b
2249,537152.787,5228888.051,6.05,-0.178571429,b
2250,537152.821,5228888.162,6.06,-0.158536585,b
2251,537152.855,5228888.273,6.07,-0.153374233,b
2252,537152.89,5228888.385,6.1,-0.141025641,b
2253,537152.924,5228888.496,6.14,-0.148387097,b
2254,537152.958,5228888.607,6.18,-0.174193548,b
2255,537152.993,5228888.719,6.22,-0.165562914,b
2256,537153.027,5228888.83,6.25,-0.174193548,b
2257,537153.061,5228888.941,6.29,-0.15,b
2258,537153.095,5228889.053,6.34,-0.12345679,b
2259,537152.23,5228886.637,5.5,-0.153374233,b
2260,537152.265,5228886.749,5.55,-0.161676647,b
2261,537149.986,5228886.475,5.34,-0.191256831,b
2262,537152.299,5228886.86,5.6,-0.151515152,b
2263,537150.021,5228886.586,5.35,-0.181818182,b
2264,537152.333,5228886.971,5.64,-0.186046512,b
2265,537152.367,5228887.083,5.68,-0.168674699,b
2266,537152.402,5228887.194,5.71,-0.163636364,b
2267,537152.436,5228887.306,5.74,-0.169590643,b
2268,537152.47,5228887.417,5.76,-0.179190751,b
2269,537152.504,5228887.528,5.8,-0.162790698,b
2270,537152.539,5228887.64,5.86,-0.174418605,b
2271,537152.573,5228887.751,5.94,-0.154761905,b
2272,537152.607,5228887.862,6,-0.173652695,b
2273,537152.641,5228887.974,6.04,-0.159763314,b
2274,537152.676,5228888.085,6.05,-0.161676647,b
2275,537152.71,5228888.196,6.06,-0.156626506,b
2276,537152.744,5228888.308,6.08,-0.142857143,b
2277,537152.778,5228888.419,6.11,-0.130434783,b
2278,537152.813,5228888.53,6.15,-0.144654088,b
2279,537152.847,5228888.642,6.19,-0.12,b
2280,537152.881,5228888.753,6.24,-0.125827815,b
2281,537152.915,5228888.864,6.28,-0.152317881,b
2282,537152.95,5228888.976,6.33,-0.140939597,b
2283,537152.984,5228889.087,6.36,-0.113924051,b
2284,537152.085,5228886.56,5.46,-0.171974522,b
2285,537152.119,5228886.672,5.48,-0.169811321,b
2286,537152.153,5228886.783,5.52,-0.184210526,b
2287,537149.875,5228886.509,5.37,-0.193181818,b
2288,537152.187,5228886.894,5.56,-0.12987013,b
2289,537149.909,5228886.62,5.37,-0.170454545,b
2290,537152.222,5228887.006,5.62,-0.169590643,b
2291,537152.256,5228887.117,5.67,-0.168674699,b
2292,537152.29,5228887.228,5.7,-0.159763314,b
2293,537152.324,5228887.34,5.73,-0.157894737,b
2294,537152.359,5228887.451,5.76,-0.167630058,b
2295,537152.393,5228887.562,5.8,-0.164705882,b
2296,537152.427,5228887.674,5.86,-0.168674699,b
2297,537152.462,5228887.785,5.92,-0.156626506,b
2298,537152.496,5228887.897,5.98,-0.178571429,b
2299,537152.53,5228888.008,6.02,-0.178571429,b
2300,537152.564,5228888.119,6.05,-0.179190751,b
2301,537152.599,5228888.231,6.07,-0.178571429,b
2302,537152.633,5228888.342,6.08,-0.164705882,b
2303,537152.667,5228888.453,6.11,-0.180124224,b
2304,537154.072,5228886.68,5.68,-0.179190751,b
2305,537152.701,5228888.565,6.15,-0.175757576,b
2306,537154.106,5228886.792,5.75,-0.174418605,b
2307,537152.736,5228888.676,6.2,-0.133757962,b
2308,537152.77,5228888.787,6.25,-0.151898734,b
2309,537152.804,5228888.899,6.29,-0.142857143,b
2310,537152.838,5228889.01,6.33,-0.165644172,b
2311,537152.873,5228889.121,6.36,-0.139240506,b
2312,537151.973,5228886.595,5.45,-0.121621622,b
2313,537152.008,5228886.706,5.48,-0.155279503,b
2314,537152.042,5228886.817,5.53,-0.172839506,b
2315,537152.076,5228886.929,5.6,-0.165644172,b
2316,537152.11,5228887.04,5.65,-0.169590643,b
2317,537152.145,5228887.151,5.69,-0.156626506,b
2318,537152.179,5228887.263,5.71,-0.161676647,b
2319,537152.213,5228887.374,5.74,-0.171597633,b
2320,537152.247,5228887.485,5.76,-0.173652695,b
2321,537152.282,5228887.597,5.79,-0.166666667,b
2322,537152.316,5228887.708,5.83,-0.173652695,b
2323,537152.35,5228887.819,5.88,-0.151515152,b
2324,537152.384,5228887.931,5.95,-0.173652695,b
2325,537152.419,5228888.042,6,-0.171597633,b
2326,537152.453,5228888.153,6.04,-0.168674699,b
2327,537152.487,5228888.265,6.07,-0.156626506,b
2328,537152.521,5228888.376,6.09,-0.160493827,b
2329,537153.926,5228886.603,5.64,-0.171597633,b
2330,537152.556,5228888.488,6.12,-0.144654088,b
2331,537153.96,5228886.715,5.68,-0.176470588,b
2332,537152.59,5228888.599,6.16,-0.157232704,b
2333,537153.995,5228886.826,5.71,-0.144578313,b
2334,537152.624,5228888.71,6.19,-0.141025641,b
2335,537154.029,5228886.937,5.76,-0.176470588,b
2336,537152.658,5228888.822,6.23,-0.157894737,b
2337,537154.063,5228887.049,5.8,-0.171597633,b
2338,537152.693,5228888.933,6.28,-0.131034483,b
2339,537152.727,5228889.044,6.32,-0.129251701,b
2340,537152.761,5228889.156,6.35,-0.141025641,b
2341,537151.862,5228886.629,5.48,-0.135483871,b
2342,537151.896,5228886.74,5.5,-0.156626506,b
2343,537151.931,5228886.852,5.54,-0.153374233,b
2344,537151.965,5228886.963,5.59,-0.132075472,b
2345,537151.999,5228887.074,5.63,-0.178571429,b
2346,537152.033,5228887.186,5.68,-0.168674699,b
2347,537152.068,5228887.297,5.71,-0.173652695,b
2348,537152.102,5228887.408,5.75,-0.162790698,b
2349,537152.136,5228887.52,5.77,-0.147928994,b
2350,537152.17,5228887.631,5.79,-0.178571429,b
2351,537152.205,5228887.742,5.82,-0.171597633,b
2352,537152.239,5228887.854,5.86,-0.173652695,b
2353,537152.273,5228887.965,5.91,-0.173652695,b
2354,537152.307,5228888.076,5.96,-0.18128655,b
2355,537152.342,5228888.188,6.01,-0.176470588,b
2356,537152.376,5228888.299,6.05,-0.152941176,b
2357,537152.41,5228888.41,6.1,-0.147928994,b
2358,537153.815,5228886.638,5.62,-0.158536585,b
2359,537152.444,5228888.522,6.14,-0.158536585,b
2360,537153.849,5228886.749,5.68,-0.175757576,b
2361,537152.479,5228888.633,6.18,-0.155279503,b
2362,537153.883,5228886.86,5.73,-0.151515152,b
2363,537152.513,5228888.744,6.21,-0.148387097,b
2364,537153.918,5228886.972,5.77,-0.168674699,b
2365,537152.547,5228888.856,6.25,-0.144736842,b
2366,537153.952,5228887.083,5.8,-0.164705882,b
2367,537152.581,5228888.967,6.3,-0.104895105,b
2368,537153.986,5228887.194,5.84,-0.152941176,b
2369,537152.616,5228889.079,6.33,-0.101449275,b
2370,537154.02,5228887.306,5.88,-0.159763314,b
2371,537152.65,5228889.19,6.36,-0.105263158,b
2372,537151.716,5228886.552,5.46,-0.173652695,b
2373,537151.751,5228886.663,5.48,-0.161676647,b
2374,537151.785,5228886.774,5.5,-0.176470588,b
2375,537151.819,5228886.886,5.53,-0.160493827,b
2376,537151.853,5228886.997,5.57,-0.153374233,b
2377,537151.888,5228887.108,5.62,-0.188235294,b
2378,537151.922,5228887.22,5.67,-0.156626506,b
2379,537151.956,5228887.331,5.71,-0.166666667,b
2380,537151.99,5228887.443,5.75,-0.171597633,b
2381,537152.025,5228887.554,5.78,-0.176470588,b
2382,537152.059,5228887.665,5.8,-0.166666667,b
2383,537152.093,5228887.777,5.83,-0.168674699,b
2384,537152.127,5228887.888,5.86,-0.166666667,b
2385,537152.162,5228887.999,5.9,-0.166666667,b
2386,537152.196,5228888.111,5.96,-0.135802469,b
2387,537152.23,5228888.222,6.03,-0.154761905,b
2388,537152.265,5228888.333,6.09,-0.165714286,b
2389,537152.299,5228888.445,6.14,-0.197740113,b
2390,537153.704,5228886.672,5.64,-0.175757576,b
2391,537152.333,5228888.556,6.17,-0.174418605,b
2392,537153.738,5228886.783,5.67,-0.161676647,b
2393,537152.367,5228888.667,6.19,-0.158536585,b
2394,537153.772,5228886.894,5.71,-0.156626506,b
2395,537152.402,5228888.779,6.21,-0.15,b
2396,537153.806,5228887.006,5.75,-0.163636364,b
2397,537152.436,5228888.89,6.23,-0.148148148,b
2398,537153.841,5228887.117,5.78,-0.163636364,b
2399,537152.47,5228889.001,6.26,-0.153374233,b
2400,537153.875,5228887.229,5.81,-0.139393939,b
2401,537152.504,5228889.113,6.3,-0.141104294,b
2402,537153.909,5228887.34,5.86,-0.161676647,b
2403,537152.539,5228889.224,6.35,-0.166666667,b
2404,537153.943,5228887.451,5.91,-0.157894737,b
2405,537150.355,5228886.483,5.38,-0.164705882,b
2406,537153.978,5228887.563,5.95,-0.149700599,b
2407,537151.605,5228886.586,5.45,-0.164705882,b
2408,537151.639,5228886.697,5.47,-0.156626506,b
2409,537151.674,5228886.809,5.5,-0.171597633,b
2410,537151.708,5228886.92,5.53,-0.158536585,b
2411,537151.742,5228887.031,5.57,-0.168674699,b
2412,537151.776,5228887.143,5.6,-0.167630058,b
2413,537151.811,5228887.254,5.63,-0.183908046,b
2414,537151.845,5228887.365,5.68,-0.165714286,b
2415,537151.879,5228887.477,5.74,-0.154761905,b
2416,537151.913,5228887.588,5.82,-0.168674699,b
2417,537151.948,5228887.699,5.88,-0.171597633,b
2418,537151.982,5228887.811,5.93,-0.161676647,b
2419,537152.016,5228887.922,5.97,-0.166666667,b
2420,537152.05,5228888.034,6,-0.188235294,b
2421,537152.085,5228888.145,6.03,-0.179190751,b
2422,537152.119,5228888.256,6.05,-0.167630058,b
2423,537152.153,5228888.368,6.08,-0.171270718,b
2424,537153.558,5228886.595,5.6,-0.137724551,b
2425,537152.187,5228888.479,6.12,-0.175141243,b
2426,537153.592,5228886.706,5.64,-0.158536585,b
2427,537152.222,5228888.59,6.16,-0.170454545,b
2428,537153.626,5228886.817,5.68,-0.163636364,b
2429,537152.256,5228888.702,6.19,-0.170454545,b
2430,537153.661,5228886.929,5.71,-0.144578313,b
2431,537152.29,5228888.813,6.21,-0.178571429,b
2432,537153.695,5228887.04,5.75,-0.164705882,b
2433,537152.324,5228888.924,6.25,-0.164705882,b
2434,537153.729,5228887.151,5.79,-0.178571429,b
2435,537152.359,5228889.036,6.28,-0.166666667,b
2436,537153.763,5228887.263,5.83,-0.152941176,b
2437,537152.393,5228889.147,6.32,-0.154761905,b
2438,537152.427,5228889.258,6.36,-0.149425287,b
2439,537153.798,5228887.374,5.87,-0.164705882,b
2440,537153.832,5228887.485,5.9,-0.166666667,b
2441,537150.243,5228886.517,5.33,-0.153374233,b
2442,537153.866,5228887.597,5.94,-0.146341463,b
2443,537151.459,5228886.509,5.38,-0.164705882,b
2444,537153.9,5228887.708,5.98,-0.159763314,b
2445,537151.494,5228886.62,5.41,-0.164705882,b
2446,537151.528,5228886.732,5.44,-0.161676647,b
2447,537151.562,5228886.843,5.48,-0.18128655,b
2448,537151.596,5228886.954,5.52,-0.161676647,b
2449,537151.631,5228887.066,5.56,-0.186046512,b
2450,537151.665,5228887.177,5.6,-0.176470588,b
2451,537151.699,5228887.288,5.64,-0.161676647,b
2452,537151.734,5228887.4,5.68,-0.169590643,b
2453,537151.768,5228887.511,5.73,-0.179190751,b
2454,537151.802,5228887.622,5.77,-0.159763314,b
2455,537151.836,5228887.734,5.82,-0.179190751,b
2456,537151.871,5228887.845,5.87,-0.179190751,b
2457,537151.905,5228887.956,5.92,-0.171597633,b
2458,537151.939,5228888.068,5.96,-0.162790698,b
2459,537151.973,5228888.179,6,-0.176470588,b
2460,537152.008,5228888.29,6.04,-0.144578313,b
2461,537152.042,5228888.402,6.08,-0.183431953,b
2462,537153.447,5228886.629,5.6,-0.142857143,b
2463,537152.076,5228888.513,6.11,-0.174418605,b
2464,537153.481,5228886.74,5.65,-0.156626506,b
2465,537152.11,5228888.625,6.14,-0.18128655,b
2466,537153.515,5228886.852,5.69,-0.151515152,b
2467,537152.145,5228888.736,6.17,-0.166666667,b
2468,537153.549,5228886.963,5.73,-0.168674699,b
2469,537152.179,5228888.847,6.19,-0.156626506,b
2470,537153.584,5228887.074,5.76,-0.164705882,b
2471,537152.213,5228888.959,6.22,-0.164705882,b
2472,537153.618,5228887.186,5.79,-0.159763314,b
2473,537152.247,5228889.07,6.25,-0.164705882,b
2474,537153.652,5228887.297,5.83,-0.149700599,b
2475,537152.282,5228889.181,6.29,-0.154761905,b
2476,537152.316,5228889.293,6.33,-0.188571429,b
2477,537153.686,5228887.408,5.87,-0.179190751,b
2478,537153.721,5228887.52,5.9,-0.156069364,b
2479,537150.132,5228886.552,5.3,-0.174418605,b
2480,537153.755,5228887.631,5.94,-0.147928994,b
2481,537151.348,5228886.543,5.38,-0.167630058,b
2482,537153.789,5228887.742,5.98,-0.159763314,b
2483,537151.382,5228886.655,5.4,-0.159763314,b
2484,537153.823,5228887.854,6.02,-0.154761905,b
2485,537151.417,5228886.766,5.44,-0.162790698,b
2486,537153.858,5228887.965,6.06,-0.173652695,b
2487,537151.451,5228886.877,5.48,-0.147928994,b
2488,537151.485,5228886.989,5.53,-0.165644172,b
2489,537151.519,5228887.1,5.57,-0.164705882,b
2490,537151.554,5228887.211,5.61,-0.166666667,b
2491,537151.588,5228887.323,5.64,-0.161676647,b
2492,537151.622,5228887.434,5.67,-0.164705882,b
2493,537151.656,5228887.545,5.71,-0.164705882,b
2494,537151.691,5228887.657,5.77,-0.159763314,b
2495,537151.725,5228887.768,5.82,-0.176470588,b
2496,537151.759,5228887.879,5.86,-0.168674699,b
2497,537151.793,5228887.991,5.9,-0.161676647,b
2498,537151.828,5228888.102,5.93,-0.174418605,b
2499,537151.862,5228888.213,5.97,-0.18128655,b
2500,537151.896,5228888.325,6.01,-0.167630058,b
2501,537151.93,5228888.436,6.05,-0.178571429,b
2502,537153.335,5228886.663,5.59,-0.151515152,b
2503,537151.965,5228888.547,6.09,-0.156626506,b
2504,537153.369,5228886.775,5.65,-0.169590643,b
2505,537151.999,5228888.659,6.14,-0.176470588,b
2506,537153.404,5228886.886,5.72,-0.149700599,b
2507,537152.033,5228888.77,6.18,-0.141176471,b
2508,537153.438,5228886.997,5.79,-0.159763314,b
2509,537152.067,5228888.881,6.22,-0.157894737,b
2510,537153.472,5228887.109,5.83,-0.161676647,b
2511,537152.102,5228888.993,6.26,-0.16091954,b
2512,537153.507,5228887.22,5.85,-0.154761905,b
2513,537152.136,5228889.104,6.29,-0.169590643,b
2514,537153.541,5228887.331,5.86,-0.166666667,b
2515,537152.17,5228889.216,6.32,-0.154761905,b
2516,537152.204,5228889.327,6.35,-0.177142857,b
2517,537153.575,5228887.443,5.88,-0.165714286,b
2518,537153.609,5228887.554,5.9,-0.169590643,b
2519,537153.644,5228887.665,5.93,-0.179190751,b
2520,537151.237,5228886.577,5.4,-0.167630058,b
2521,537153.678,5228887.777,5.96,-0.151162791,b
2522,537151.271,5228886.689,5.42,-0.171597633,b
2523,537153.712,5228887.888,6,-0.175141243,b
2524,537151.305,5228886.8,5.46,-0.166666667,b
2525,537153.746,5228887.999,6.03,-0.159763314,b
2526,537151.34,5228886.911,5.52,-0.164705882,b
2527,537153.781,5228888.111,6.08,-0.161676647,b
2528,537151.374,5228887.023,5.58,-0.166666667,b
2529,537153.815,5228888.222,6.15,-0.152941176,b
2530,537151.408,5228887.134,5.64,-0.171597633,b
2531,537151.442,5228887.246,5.68,-0.166666667,b
2532,537151.477,5228887.357,5.71,-0.161676647,b
2533,537151.511,5228887.468,5.73,-0.166666667,b
2534,537151.545,5228887.58,5.76,-0.153374233,b
2535,537151.579,5228887.691,5.79,-0.158536585,b
2536,537151.614,5228887.802,5.83,-0.176470588,b
2537,537151.648,5228887.914,5.88,-0.168674699,b
2538,537151.682,5228888.025,5.92,-0.180722892,b
2539,537151.716,5228888.136,5.96,-0.185628743,b
2540,537151.751,5228888.248,6.01,-0.159763314,b
