"V1" "V2" "V3"
"5175" 59 66 0
"5176" 59 67 0
"5177" 59 68 0
"5178" 59 69 0
"5179" 59 70 0
"5180" 59 71 0
"5181" 59 72 0
"5182" 59 73 0
"5183" 59 74 0
"5184" 59 75 0
"5185" 59 76 0
"5186" 59 77 0
"5187" 59 78 0
"5188" 59 79 0
"5189" 59 80 0
"5190" 59 81 0
"5191" 59 82 0
"5192" 59 83 0
"5193" 59 84 0
"5194" 59 85 0
"5195" 59 86 0
"5196" 59 87 0
"5197" 60 1 0
"5198" 60 2 0
"5199" 60 3 0
"5200" 60 4 0
"5201" 60 5 0
"5202" 60 6 0
"5203" 60 7 0
"5204" 60 8 0
"5205" 60 9 0
"5206" 60 10 0
"5207" 60 11 0
"5208" 60 12 0
"5209" 60 13 0
"5210" 60 14 0
"5211" 60 15 0
"5212" 60 16 0
"5213" 60 17 0
"5214" 60 18 0
"5215" 60 19 0
"5216" 60 20 0
"5217" 60 21 0
"5218" 60 22 0
"5219" 60 23 0
"5220" 60 24 0
"5221" 60 25 0
"5222" 60 26 0
"5223" 60 27 0
"5224" 60 28 0
"5225" 60 29 0
"5226" 60 30 0
"5227" 60 31 0
"5228" 60 32 0
"5229" 60 33 0
"5230" 60 34 0
"5231" 60 35 0
"5232" 60 36 0
"5233" 60 37 0
"5234" 60 38 0
"5235" 60 39 0
"5236" 60 40 0
"5237" 60 41 0
"5238" 60 42 0
"5239" 60 43 0
"5240" 60 44 0
"5241" 60 45 0
"5242" 60 46 0
"5243" 60 47 0
"5244" 60 48 0
"5245" 60 49 0
"5246" 60 50 0
"5247" 60 51 0
"5248" 60 52 0
"5249" 60 53 0
"5250" 60 54 0
"5251" 60 55 0
"5252" 60 56 0
"5253" 60 57 0
"5254" 60 58 0
"5255" 60 59 0
"5256" 60 60 0
"5257" 60 61 0
"5258" 60 62 0
"5259" 60 63 0
"5260" 60 64 0
"5261" 60 65 0
"5262" 60 66 0
"5263" 60 67 0
"5264" 60 68 0
"5265" 60 69 0
"5266" 60 70 0
"5267" 60 71 0
"5268" 60 72 0
"5269" 60 73 0
"5270" 60 74 0
"5271" 60 75 0
"5272" 60 76 0
"5273" 60 77 0
"5274" 60 78 0
"5275" 60 79 0
"5276" 60 80 0
"5277" 60 81 0
"5278" 60 82 0
"5279" 60 83 0
"5280" 60 84 0
"5281" 60 85 0
"5282" 60 86 0
"5283" 60 87 0
"5284" 61 1 0
"5285" 61 2 0
"5286" 61 3 0
"5287" 61 4 0
"5288" 61 5 0
"5289" 61 6 0
"5290" 61 7 0
"5291" 61 8 0
"5292" 61 9 0
"5293" 61 10 0
"5294" 61 11 0
"5295" 61 12 0
"5296" 61 13 0
"5297" 61 14 0
"5298" 61 15 0
"5299" 61 16 0
"5300" 61 17 0
"5301" 61 18 0
"5302" 61 19 0
"5303" 61 20 0
"5304" 61 21 0
"5305" 61 22 0
"5306" 61 23 0
"5307" 61 24 0
"5308" 61 25 0
"5309" 61 26 0
"5310" 61 27 0
"5311" 61 28 0
"5312" 61 29 0
"5313" 61 30 0
"5314" 61 31 0
"5315" 61 32 0
"5316" 61 33 0
"5317" 61 34 0
"5318" 61 35 0
"5319" 61 36 0
"5320" 61 37 0
"5321" 61 38 0
"5322" 61 39 0
"5323" 61 40 0
"5324" 61 41 0
"5325" 61 42 0
"5326" 61 43 0
"5327" 61 44 0
"5328" 61 45 0
"5329" 61 46 0
"5330" 61 47 0
"5331" 61 48 0
"5332" 61 49 0
"5333" 61 50 0
"5334" 61 51 0
"5335" 61 52 0
"5336" 61 53 0
"5337" 61 54 0
"5338" 61 55 0
"5339" 61 56 0
"5340" 61 57 0
"5341" 61 58 0
"5342" 61 59 0
"5343" 61 60 0
"5344" 61 61 0
"5345" 61 62 0
"5346" 61 63 0
"5347" 61 64 0
"5348" 61 65 0
"5349" 61 66 0
"5350" 61 67 0
"5351" 61 68 0
"5352" 61 69 0
"5353" 61 70 0
"5354" 61 71 0
"5355" 61 72 0
"5356" 61 73 0
"5357" 61 74 0
"5358" 61 75 0
"5359" 61 76 0
"5360" 61 77 0
"5361" 61 78 0
"5362" 61 79 0
"5363" 61 80 0
"5364" 61 81 0
"5365" 61 82 0
"5366" 61 83 0
"5367" 61 84 0
"5368" 61 85 0
"5369" 61 86 0
"5370" 61 87 0
"5371" 62 1 0
"5372" 62 2 0
"5373" 62 3 0
"5374" 62 4 0
"5375" 62 5 0
"5376" 62 6 0
"5377" 62 7 0
"5378" 62 8 0
"5379" 62 9 0
"5380" 62 10 0
"5381" 62 11 0
"5382" 62 12 0
"5383" 62 13 0
"5384" 62 14 0
"5385" 62 15 0
"5386" 62 16 0
"5387" 62 17 0
"5388" 62 18 0
"5389" 62 19 0
"5390" 62 20 0
"5391" 62 21 0
"5392" 62 22 0
"5393" 62 23 0
"5394" 62 24 0
"5395" 62 25 0
"5396" 62 26 0
"5397" 62 27 0
"5398" 62 28 0
"5399" 62 29 0
"5400" 62 30 0
"5401" 62 31 0
"5402" 62 32 0
"5403" 62 33 0
"5404" 62 34 0
"5405" 62 35 0
"5406" 62 36 0
"5407" 62 37 0
"5408" 62 38 0
"5409" 62 39 0
"5410" 62 40 0
"5411" 62 41 0
"5412" 62 42 0
"5413" 62 43 0
"5414" 62 44 0
"5415" 62 45 0
"5416" 62 46 0
"5417" 62 47 0
"5418" 62 48 0
"5419" 62 49 0
"5420" 62 50 0
"5421" 62 51 0
"5422" 62 52 0
"5423" 62 53 0
"5424" 62 54 0
"5425" 62 55 0
"5426" 62 56 0
"5427" 62 57 0
"5428" 62 58 0
"5429" 62 59 0
"5430" 62 60 0
"5431" 62 61 0
"5432" 62 62 0
"5433" 62 63 0
"5434" 62 64 0
"5435" 62 65 0
"5436" 62 66 0
"5437" 62 67 0
"5438" 62 68 0
"5439" 62 69 0
"5440" 62 70 0
"5441" 62 71 0
"5442" 62 72 0
"5443" 62 73 0
"5444" 62 74 0
"5445" 62 75 0
"5446" 62 76 0
"5447" 62 77 0
"5448" 62 78 0
"5449" 62 79 0
"5450" 62 80 0
"5451" 62 81 0
"5452" 62 82 0
"5453" 62 83 0
"5454" 62 84 0
"5455" 62 85 0
"5456" 62 86 0
"5457" 62 87 0
"5458" 63 1 0
"5459" 63 2 0
"5460" 63 3 0
"5461" 63 4 0
"5462" 63 5 0
"5463" 63 6 0
"5464" 63 7 0
"5465" 63 8 0
"5466" 63 9 0
"5467" 63 10 0
"5468" 63 11 0
"5469" 63 12 0
"5470" 63 13 0
"5471" 63 14 0
"5472" 63 15 0
"5473" 63 16 0
"5474" 63 17 0
"5475" 63 18 0
"5476" 63 19 0
"5477" 63 20 0
"5478" 63 21 0
"5479" 63 22 0
"5480" 63 23 0
"5481" 63 24 0
"5482" 63 25 0
"5483" 63 26 0
"5484" 63 27 0
"5485" 63 28 0
"5486" 63 29 0
"5487" 63 30 0
"5488" 63 31 0
"5489" 63 32 0
"5490" 63 33 0
"5491" 63 34 0
"5492" 63 35 0
"5493" 63 36 0
"5494" 63 37 0
"5495" 63 38 0
"5496" 63 39 0
"5497" 63 40 0
"5498" 63 41 0
"5499" 63 42 0
"5500" 63 43 0
"5501" 63 44 0
"5502" 63 45 0
"5503" 63 46 0
"5504" 63 47 0
"5505" 63 48 0
"5506" 63 49 0
"5507" 63 50 0
"5508" 63 51 0
"5509" 63 52 0
"5510" 63 53 0
"5511" 63 54 0
"5512" 63 55 0
"5513" 63 56 0
"5514" 63 57 0
"5515" 63 58 0
"5516" 63 59 0
"5517" 63 60 0
"5518" 63 61 0
"5519" 63 62 0
"5520" 63 63 0
"5521" 63 64 0
"5522" 63 65 0
"5523" 63 66 0
"5524" 63 67 0
"5525" 63 68 0
"5526" 63 69 0
"5527" 63 70 0
"5528" 63 71 0
"5529" 63 72 0
"5530" 63 73 0
"5531" 63 74 0
"5532" 63 75 0
"5533" 63 76 0
"5534" 63 77 0
"5535" 63 78 0
"5536" 63 79 0
"5537" 63 80 0
"5538" 63 81 0
"5539" 63 82 0
"5540" 63 83 0
"5541" 63 84 0
"5542" 63 85 0
"5543" 63 86 0
"5544" 63 87 0
"5545" 64 1 0
"5546" 64 2 0
"5547" 64 3 0
"5548" 64 4 0
"5549" 64 5 0
"5550" 64 6 0
"5551" 64 7 0
"5552" 64 8 0
"5553" 64 9 0
"5554" 64 10 0
"5555" 64 11 0
"5556" 64 12 0
"5557" 64 13 0
"5558" 64 14 0
"5559" 64 15 0
"5560" 64 16 0
"5561" 64 17 0
"5562" 64 18 0
"5563" 64 19 0
"5564" 64 20 0
"5565" 64 21 0
"5566" 64 22 0
"5567" 64 23 0
"5568" 64 24 0
"5569" 64 25 0
"5570" 64 26 0
"5571" 64 27 0
"5572" 64 28 0
"5573" 64 29 0
"5574" 64 30 0
"5575" 64 31 0
"5576" 64 32 0
"5577" 64 33 0
"5578" 64 34 0
"5579" 64 35 0
"5580" 64 36 0
"5581" 64 37 0
"5582" 64 38 0
"5583" 64 39 0
"5584" 64 40 0
"5585" 64 41 0
"5586" 64 42 0
"5587" 64 43 0
"5588" 64 44 0
"5589" 64 45 0
"5590" 64 46 0
"5591" 64 47 0
"5592" 64 48 0
"5593" 64 49 0
"5594" 64 50 0
"5595" 64 51 0
"5596" 64 52 0
"5597" 64 53 0
"5598" 64 54 0
"5599" 64 55 0
"5600" 64 56 0
"5601" 64 57 0
"5602" 64 58 0
"5603" 64 59 0
"5604" 64 60 0
"5605" 64 61 0
"5606" 64 62 0
"5607" 64 63 0
"5608" 64 64 0
"5609" 64 65 0
"5610" 64 66 0
"5611" 64 67 0
"5612" 64 68 0
"5613" 64 69 0
"5614" 64 70 0
"5615" 64 71 0
"5616" 64 72 0
"5617" 64 73 0
"5618" 64 74 0
"5619" 64 75 0
"5620" 64 76 0
"5621" 64 77 0
"5622" 64 78 0
"5623" 64 79 0
"5624" 64 80 0
"5625" 64 81 0
"5626" 64 82 0
"5627" 64 83 0
"5628" 64 84 0
"5629" 64 85 0
"5630" 64 86 0
"5631" 64 87 0
"5632" 65 1 0
"5633" 65 2 0
"5634" 65 3 0
"5635" 65 4 0
"5636" 65 5 0
"5637" 65 6 0
"5638" 65 7 0
"5639" 65 8 0
"5640" 65 9 0
"5641" 65 10 0
"5642" 65 11 0
"5643" 65 12 0
"5644" 65 13 0
"5645" 65 14 0
"5646" 65 15 0
"5647" 65 16 0
"5648" 65 17 0
"5649" 65 18 0
"5650" 65 19 0
"5651" 65 20 0
"5652" 65 21 0
"5653" 65 22 0
"5654" 65 23 0
"5655" 65 24 0
"5656" 65 25 0
"5657" 65 26 0
"5658" 65 27 0
"5659" 65 28 0
"5660" 65 29 0
"5661" 65 30 0
"5662" 65 31 0
"5663" 65 32 0
"5664" 65 33 0
"5665" 65 34 0
"5666" 65 35 0
"5667" 65 36 0
"5668" 65 37 0
"5669" 65 38 0
"5670" 65 39 0
"5671" 65 40 0
"5672" 65 41 0
"5673" 65 42 0
"5674" 65 43 0
"5675" 65 44 0
"5676" 65 45 0
"5677" 65 46 0
"5678" 65 47 0
"5679" 65 48 0
"5680" 65 49 0
"5681" 65 50 0
"5682" 65 51 0
"5683" 65 52 0
"5684" 65 53 0
"5685" 65 54 0
"5686" 65 55 0
"5687" 65 56 0
"5688" 65 57 0
"5689" 65 58 0
"5690" 65 59 0
"5691" 65 60 0
"5692" 65 61 0
"5693" 65 62 0
"5694" 65 63 0
"5695" 65 64 0
"5696" 65 65 0
"5697" 65 66 0
"5698" 65 67 0
"5699" 65 68 0
"5700" 65 69 0
"5701" 65 70 0
"5702" 65 71 0
"5703" 65 72 0
"5704" 65 73 0
"5705" 65 74 0
"5706" 65 75 0
"5707" 65 76 0
"5708" 65 77 0
"5709" 65 78 0
"5710" 65 79 0
"5711" 65 80 0
"5712" 65 81 0
"5713" 65 82 0
"5714" 65 83 0
"5715" 65 84 0
"5716" 65 85 0
"5717" 65 86 0
"5718" 65 87 0
"5719" 66 4 0
"5720" 66 5 0
"5721" 66 6 0
"5722" 66 7 0
"5723" 66 8 0
"5724" 66 9 0
"5725" 66 10 0
"5726" 66 11 0
"5727" 66 12 0
"5728" 66 13 0
"5729" 66 14 0
"5730" 66 15 0
"5731" 66 16 0
"5732" 66 17 0
"5733" 66 18 0
"5734" 66 19 0
"5735" 66 20 0
"5736" 66 21 0
"5737" 66 22 0
"5738" 66 23 0
"5739" 66 24 0
"5740" 66 25 0
"5741" 66 26 0
"5742" 66 27 0
"5743" 66 28 0
"5744" 66 29 0
"5745" 66 30 0
"5746" 66 31 0
"5747" 66 32 0
"5748" 66 33 0
"5749" 66 34 0
"5750" 66 35 0
"5751" 66 36 0
"5752" 66 37 0
"5753" 66 38 0
"5754" 66 39 0
"5755" 66 40 0
"5756" 66 41 0
"5757" 66 42 0
"5758" 66 43 0
"5759" 66 44 0
"5760" 66 45 0
"5761" 66 46 0
"5762" 66 47 0
"5763" 66 48 0
"5764" 66 49 0
"5765" 66 50 0
"5766" 66 51 0
"5767" 66 52 0
"5768" 66 53 0
"5769" 66 54 0
"5770" 66 55 0
"5771" 66 56 0
"5772" 66 57 0
"5773" 66 58 0
"5774" 66 59 0
"5775" 66 60 0
"5776" 66 61 0
"5777" 66 62 0
"5778" 66 63 0
"5779" 66 64 0
"5780" 66 65 0
"5781" 66 66 0
"5782" 66 67 0
"5783" 66 68 0
"5784" 66 69 0
"5785" 66 70 0
"5786" 66 71 0
"5787" 66 72 0
"5788" 66 73 0
"5789" 66 74 0
"5790" 66 75 0
"5791" 66 76 0
"5792" 66 77 0
"5793" 66 78 0
"5794" 66 79 0
"5795" 66 80 0
"5796" 66 81 0
"5797" 66 82 0
"5798" 66 83 0
"5799" 66 84 0
"5800" 66 85 0
"5801" 66 86 0
"5802" 66 87 0
"5803" 67 1 0
"5804" 67 12 0
"5805" 67 13 0
"5806" 67 14 0
"5807" 67 15 0
"5808" 67 16 0
"5809" 67 17 0
"5810" 67 18 0
"5811" 67 19 0
"5812" 67 20 0
"5813" 67 21 0
"5814" 67 22 0
"5815" 67 23 0
"5816" 67 24 0
"5817" 67 25 0
"5818" 67 26 0
"5819" 67 27 0
"5820" 67 28 0
"5821" 67 29 0
"5822" 67 30 0
"5823" 67 31 0
"5824" 67 32 0
"5825" 67 33 0
"5826" 67 34 0
"5827" 67 35 0
"5828" 67 36 0
"5829" 67 37 0
"5830" 67 38 0
"5831" 67 39 0
"5832" 67 40 0
"5833" 67 41 0
"5834" 67 42 0
"5835" 67 43 0
"5836" 67 44 0
"5837" 67 45 0
"5838" 67 46 0
"5839" 67 47 0
"5840" 67 48 0
"5841" 67 49 0
"5842" 67 50 0
"5843" 67 51 0
"5844" 67 52 0
"5845" 67 53 0
"5846" 67 54 0
"5847" 67 55 0
"5848" 67 56 0
"5849" 67 57 0
"5850" 67 58 0
"5851" 67 59 0
"5852" 67 60 0
"5853" 67 61 0
"5854" 67 62 0
"5855" 67 63 0
"5856" 67 64 0
"5857" 67 65 0
"5858" 67 66 0
"5859" 67 67 0
"5860" 67 68 0
"5861" 67 69 0
"5862" 67 70 0
"5863" 67 71 0
"5864" 67 72 0
"5865" 67 73 0
"5866" 67 74 0
"5867" 67 75 0
"5868" 67 76 0
"5869" 67 77 0
"5870" 67 78 0
"5871" 67 79 0
"5872" 67 80 0
"5873" 67 81 0
"5874" 67 82 0
"5875" 67 83 0
"5876" 67 84 0
"5877" 67 85 0
"5878" 67 86 0
"5879" 67 87 0
"5880" 68 1 0
"5881" 68 2 0
"5882" 68 3 0
"5883" 68 4 0
"5884" 68 5 0
"5885" 68 6 0
"5886" 68 7 0
"5887" 68 8 0
"5888" 68 19 0
"5889" 68 20 0
"5890" 68 21 0
"5891" 68 22 0
"5892" 68 23 0
"5893" 68 24 0
"5894" 68 25 0
"5895" 68 26 0
"5896" 68 27 0
"5897" 68 28 0
"5898" 68 29 0
"5899" 68 30 0
"5900" 68 31 0
"5901" 68 32 0
"5902" 68 33 0
"5903" 68 34 0
"5904" 68 35 0
"5905" 68 36 0
"5906" 68 37 0
"5907" 68 38 0
"5908" 68 39 0
"5909" 68 40 0
"5910" 68 41 0
"5911" 68 42 0
"5912" 68 43 0
"5913" 68 44 0
"5914" 68 45 0
"5915" 68 46 0
"5916" 68 47 0
"5917" 68 48 0
"5918" 68 49 0
"5919" 68 50 0
"5920" 68 51 0
"5921" 68 52 0
"5922" 68 53 0
"5923" 68 54 0
"5924" 68 55 0
"5925" 68 56 0
"5926" 68 57 0
"5927" 68 58 0
"5928" 68 59 0
"5929" 68 60 0
"5930" 68 61 0
"5931" 68 62 0
"5932" 68 63 0
"5933" 68 64 0
"5934" 68 65 0
"5935" 68 66 0
"5936" 68 67 0
"5937" 68 68 0
"5938" 68 69 0
"5939" 68 70 0
"5940" 68 71 0
"5941" 68 72 0
"5942" 68 73 0
"5943" 68 74 0
"5944" 68 75 0
"5945" 68 76 0
"5946" 68 77 0
"5947" 68 78 0
"5948" 68 79 0
"5949" 68 80 0
"5950" 68 81 0
"5951" 68 82 0
"5952" 68 83 0
"5953" 68 84 0
"5954" 68 85 0
"5955" 68 86 0
"5956" 68 87 0
"5957" 69 1 0
"5958" 69 2 0
"5959" 69 3 0
"5960" 69 4 0
"5961" 69 5 0
"5962" 69 6 0
"5963" 69 7 0
"5964" 69 8 0
"5965" 69 9 0
"5966" 69 10 0
"5967" 69 11 0
"5968" 69 12 0
"5969" 69 13 0
"5970" 69 14 0
"5971" 69 25 0
"5972" 69 26 0
"5973" 69 27 0
"5974" 69 28 0
"5975" 69 29 0
"5976" 69 30 0
"5977" 69 31 0
"5978" 69 32 0
"5979" 69 33 0
"5980" 69 34 0
"5981" 69 35 0
"5982" 69 36 0
"5983" 69 37 0
"5984" 69 38 0
"5985" 69 39 0
"5986" 69 40 0
"5987" 69 41 0
"5988" 69 42 0
"5989" 69 43 0
"5990" 69 44 0
"5991" 69 45 0
"5992" 69 46 0
"5993" 69 47 0
"5994" 69 48 0
"5995" 69 49 0
"5996" 69 50 0
"5997" 69 51 0
"5998" 69 52 0
"5999" 69 53 0
"6000" 69 54 0
"6001" 69 55 0
"6002" 69 56 0
"6003" 69 57 0
"6004" 69 58 0
"6005" 69 59 0
"6006" 69 60 0
"6007" 69 61 0
"6008" 69 62 0
"6009" 69 63 0
"6010" 69 64 0
"6011" 69 65 0
"6012" 69 66 0
"6013" 69 67 0
"6014" 69 68 0
"6015" 69 69 0
"6016" 69 70 0
"6017" 69 71 0
"6018" 69 72 0
"6019" 69 73 0
"6020" 69 74 0
"6021" 69 75 0
"6022" 69 76 0
"6023" 69 77 0
"6024" 69 78 0
"6025" 69 79 0
"6026" 69 80 0
"6027" 69 81 0
"6028" 69 82 0
"6029" 69 83 0
"6030" 69 84 0
"6031" 69 85 0
"6032" 69 86 0
"6033" 69 87 0
"6034" 70 1 0
"6035" 70 2 0
"6036" 70 3 0
"6037" 70 4 0
"6038" 70 5 0
"6039" 70 6 0
"6040" 70 7 0
"6041" 70 8 0
"6042" 70 9 0
"6043" 70 10 0
"6044" 70 11 0
"6045" 70 12 0
"6046" 70 13 0
"6047" 70 14 0
"6048" 70 15 0
"6049" 70 16 0
"6050" 70 17 0
"6051" 70 18 0
"6052" 70 19 0
"6053" 70 20 0
"6054" 70 21 0
"6055" 70 32 0
"6056" 70 33 0
"6057" 70 34 0
"6058" 70 35 0
"6059" 70 36 0
"6060" 70 37 0
"6061" 70 38 0
"6062" 70 39 0
"6063" 70 40 0
"6064" 70 41 0
"6065" 70 42 0
"6066" 70 43 0
"6067" 70 44 0
"6068" 70 45 0
"6069" 70 46 0
"6070" 70 47 0
"6071" 70 48 0
"6072" 70 49 0
"6073" 70 50 0
"6074" 70 51 0
"6075" 70 52 0
"6076" 70 53 0
"6077" 70 54 0
"6078" 70 55 0
"6079" 70 56 0
"6080" 70 57 0
"6081" 70 58 0
"6082" 70 59 0
"6083" 70 60 0
"6084" 70 61 0
"6085" 70 62 0
"6086" 70 63 0
"6087" 70 64 0
"6088" 70 65 0
"6089" 70 66 0
"6090" 70 67 0
"6091" 70 68 0
"6092" 70 69 0
"6093" 70 70 0
"6094" 70 71 0
"6095" 70 72 0
"6096" 70 73 0
"6097" 70 74 0
"6098" 70 75 0
"6099" 70 76 0
"6100" 70 77 0
"6101" 70 78 0
"6102" 70 79 0
"6103" 70 80 0
"6104" 70 81 0
"6105" 70 82 0
"6106" 70 83 0
"6107" 70 84 0
"6108" 70 85 0
"6109" 70 86 0
"6110" 70 87 0
"6111" 71 1 0
"6112" 71 2 0
"6113" 71 3 0
"6114" 71 4 0
"6115" 71 5 0
"6116" 71 6 0
"6117" 71 7 0
"6118" 71 8 0
"6119" 71 9 0
"6120" 71 10 0
"6121" 71 11 0
"6122" 71 12 0
"6123" 71 13 0
"6124" 71 14 0
"6125" 71 15 0
"6126" 71 16 0
"6127" 71 17 0
"6128" 71 18 0
"6129" 71 19 0
"6130" 71 20 0
"6131" 71 21 0
"6132" 71 22 0
"6133" 71 23 0
"6134" 71 24 0
"6135" 71 25 0
"6136" 71 26 0
"6137" 71 27 0
"6138" 71 28 0
"6139" 71 39 0
"6140" 71 40 0
"6141" 71 41 0
"6142" 71 42 0
"6143" 71 43 0
"6144" 71 44 0
"6145" 71 45 0
"6146" 71 46 0
"6147" 71 47 0
"6148" 71 48 0
"6149" 71 49 0
"6150" 71 50 0
"6151" 71 51 0
"6152" 71 52 0
"6153" 71 53 0
"6154" 71 54 0
"6155" 71 55 0
"6156" 71 56 0
"6157" 71 57 0
"6158" 71 58 0
"6159" 71 59 0
"6160" 71 60 0
"6161" 71 61 0
"6162" 71 62 0
"6163" 71 63 0
"6164" 71 64 0
"6165" 71 65 0
"6166" 71 66 0
"6167" 71 67 0
"6168" 71 68 0
"6169" 71 69 0
"6170" 71 70 0
"6171" 71 71 0
"6172" 71 72 0
"6173" 71 73 0
"6174" 71 74 0
"6175" 71 75 0
"6176" 71 76 0
"6177" 71 77 0
"6178" 71 78 0
"6179" 71 79 0
"6180" 71 80 0
"6181" 71 81 0
"6182" 71 82 0
"6183" 71 83 0
"6184" 71 84 0
"6185" 71 85 0
"6186" 71 86 0
"6187" 71 87 0
"6188" 72 1 0
"6189" 72 2 0
"6190" 72 3 0
"6191" 72 4 0
"6192" 72 5 0
"6193" 72 6 0
"6194" 72 7 0
"6195" 72 8 0
"6196" 72 9 0
"6197" 72 10 0
"6198" 72 11 0
"6199" 72 12 0
"6200" 72 13 0
"6201" 72 14 0
"6202" 72 15 0
"6203" 72 16 0
"6204" 72 17 0
"6205" 72 18 0
"6206" 72 19 0
"6207" 72 20 0
"6208" 72 21 0
"6209" 72 22 0
"6210" 72 23 0
"6211" 72 24 0
"6212" 72 25 0
"6213" 72 26 0
"6214" 72 27 0
"6215" 72 28 0
"6216" 72 29 0
"6217" 72 30 0
"6218" 72 31 0
"6219" 72 32 0
"6220" 72 33 0
"6221" 72 34 0
"6222" 72 45 0
"6223" 72 46 0
"6224" 72 47 0
"6225" 72 48 0
"6226" 72 49 0
"6227" 72 50 0
"6228" 72 51 0
"6229" 72 52 0
"6230" 72 53 0
"6231" 72 54 0
"6232" 72 55 0
"6233" 72 56 0
"6234" 72 57 0
"6235" 72 58 0
"6236" 72 59 0
"6237" 72 60 0
"6238" 72 61 0
"6239" 72 62 0
"6240" 72 63 0
"6241" 72 64 0
"6242" 72 65 0
"6243" 72 66 0
"6244" 72 67 0
"6245" 72 68 0
"6246" 72 69 0
"6247" 72 70 0
"6248" 72 71 0
"6249" 72 72 0
"6250" 72 73 0
"6251" 72 74 0
"6252" 72 75 0
"6253" 72 76 0
"6254" 72 77 0
"6255" 72 78 0
"6256" 72 79 0
"6257" 72 80 0
"6258" 72 81 0
"6259" 72 82 0
"6260" 72 83 0
"6261" 72 84 0
"6262" 72 85 0
"6263" 72 86 0
"6264" 72 87 0
